_id,price
20886,62656.52
117465,146915.76
125220,480040.0
77683,142457.84
77672,269902.1
60719,81289.62
15330,173554.84
31409,249469.42
63045,222639.68
81343,449726.46
2152,144457.1
9788,176665.22
131440,217779.4
127143,245262.92
60964,171885.77
11897,70740.85
28349,112706.9
129800,110437.08
81782,185643.16
3998,94692.03
64497,229348.21
76529,143402.56
51041,195583.21
55378,204788.22
52411,126864.36
122116,166953.29
131,273846.09
135109,90318.37
48013,366440.61
28327,160856.72
58077,164064.76
18876,306879.95
143327,233184.23
125842,176994.99
65781,64219.91
80430,50472.6
132205,241584.77
2416,106526.61
119702,118053.94
1772,239497.14
78641,295298.73
66304,119312.77
4247,240000.0
24308,110268.39
61599,150513.21
118050,48377.44
118277,248357.3
27390,98860.12
29103,159231.7
137207,106917.51
20877,84962.15
128650,321990.65
4179,230891.76
73892,57318.27
43961,159977.41
17915,177714.55
62000,157759.92
130592,247375.69
115347,308138.0
12651,120035.47
137671,269555.01
110726,375877.29
113287,82710.43
62979,157812.54
124783,68086.1
1456,321530.35
79544,88302.69
72577,104313.28
114247,121729.42
43508,52807.32
9338,78267.17
41767,219201.13
1714,87083.22
81526,80961.36
20024,226544.49
76305,214072.78
118710,185531.22
22270,210002.84
144919,131831.69
116429,229849.63
44360,292956.76
124920,120635.64
144566,138915.03
141662,165710.97
118888,235920.05
17739,83663.3
112825,90270.79
33302,262320.01
132955,120418.38
65666,297740.41
135088,240491.28
143170,117813.61
81953,143829.92
31689,123357.63
72768,215885.59
13599,182380.54
40876,165376.55
15794,151173.08
52118,274290.71
79149,45448.37
56808,123619.03
48801,88523.64
9502,277444.8
4846,106698.32
136647,151041.09
43618,97077.74
139136,326372.51
22401,85527.64
52705,157666.67
52220,67917.29
10912,85311.27
24403,300000.0
55494,159707.08
77273,114411.09
26023,330860.74
52481,152444.17
67193,521913.59
20033,177232.26
41597,70147.03
38096,148452.05
39602,209749.14
144617,510977.96
27642,135278.71
70817,288392.75
64049,178954.36
3184,135001.52
82178,185221.6
130494,358853.37
62905,190697.71
18536,120462.75
68781,92054.91
32035,164094.61
75749,110425.35
44580,60848.03
140094,254121.86
45231,192204.34
134569,107425.04
49807,130308.01
8185,129868.52
10900,105185.2
38388,202599.06
38330,87052.79
141479,163714.2
63614,60114.95
70981,369707.11
59302,129935.35
113312,300634.39
83121,164331.21
36,108466.2
2551,91385.87
21698,276336.29
68419,175000.0
147172,180636.4
133464,144483.42
128110,300734.22
124937,155301.02
118294,138772.53
59759,181376.25
80782,135447.92
69674,394857.74
10778,74316.39
27530,117334.38
140123,91472.46
125765,101525.32
12045,147818.59
124968,293325.55
4618,259930.11
46626,200870.38
79683,50100.09
116391,137759.67
120920,354685.44
11351,244994.34
5827,67272.82
62405,182192.39
5257,123591.16
65876,106054.06
111004,143140.99
20962,242865.43
67021,299617.86
37547,94374.4
12672,93616.79
129803,168000.0
125295,276668.86
114069,77794.02
16852,152286.51
4876,113447.98
62617,174833.33
118775,72496.31
136603,115164.47
113712,128179.79
62954,108451.08
40685,165414.62
23616,157135.53
26883,144847.61
114428,100735.39
44796,109626.03
10423,213131.8
120869,328394.03
16473,108395.48
83106,129687.88
25827,112858.6
125938,189979.63
49612,165317.03
20053,170244.1
128485,252718.85
68229,141384.86
135405,194875.24
52394,224270.05
22945,175340.77
131894,103430.33
56024,269944.73
3605,277671.61
123135,123789.14
59270,112722.91
11790,56638.09
135659,99907.55
123498,118675.5
66593,48290.8
139497,85247.77
3972,367811.32
112914,61734.41
113314,138946.4
146922,99877.29
49939,193133.79
146684,85565.86
69182,373989.13
70756,121535.02
30089,113067.25
129662,221814.29
133107,57246.58
125839,93372.33
3871,103224.64
124995,335486.99
61284,72544.46
55551,459687.09
145942,163363.86
111141,219951.23
146056,164382.87
39819,266542.87
1816,51084.75
49659,86746.04
142410,135452.81
15601,648243.41
41743,273089.44
135166,376080.38
124755,164068.04
42254,167025.8
46072,100137.2
48596,444275.83
129111,128430.68
132111,240113.9
4377,126543.05
33656,398598.87
59941,127896.48
140097,102771.85
140407,239027.43
49392,370061.25
4406,242999.91
37707,159381.31
48014,111723.51
126355,156281.2
60569,369609.98
59065,416837.36
18348,179221.58
64703,148769.45
127728,257571.74
13881,70913.34
35544,304683.43
10005,83849.6
75843,112551.61
45168,62282.48
129078,72610.89
52970,109292.02
76277,164851.33
23695,103511.33
64151,215297.32
77515,267674.62
34866,182785.79
5174,209472.58
43098,114355.07
56587,217774.24
127908,74416.25
52093,177328.39
145456,217509.46
24352,380637.13
57277,369392.35
120276,165827.6
121344,148984.98
138042,58015.22
61960,187621.11
126112,211731.87
5009,168437.05
45735,73226.66
61730,123353.81
71377,93209.1
62178,141948.64
3264,320055.41
146589,276381.8
132129,265589.02
142925,104898.28
124202,160332.84
71448,477451.13
80038,251705.32
14301,111335.5
43286,146061.3
139066,216562.23
26551,130298.1
22193,200078.88
39112,189511.63
60097,191600.99
65478,190242.97
2811,162657.4
80108,294144.15
110676,78354.04
76630,129130.71
42917,124920.92
113474,88722.19
10609,205197.44
116277,36309.2
29806,69886.11
59083,194486.16
147151,157019.05
81819,97279.83
144312,148000.0
42967,125096.52
47944,172031.5
140837,77070.04
32837,74291.7
143148,495134.93
41846,133380.95
55854,135930.32
135777,551700.03
115944,110598.35
9170,110527.78
29218,162673.83
10875,89192.95
13908,187348.49
16109,172685.5
16631,154097.2
135715,292496.83
65171,58274.89
147111,272258.38
13396,156747.75
46262,108347.05
82746,404964.02
82088,170903.27
137230,246541.97
121843,136944.11
13372,151669.99
9614,156827.52
46905,183199.15
138088,137306.51
132164,105384.86
40182,89176.68
35634,449741.58
64799,150602.99
141215,161769.96
129332,97967.37
45312,220682.45
124878,100228.41
75277,509457.61
42901,159687.62
5906,147124.02
16740,140211.36
63075,184251.69
23341,124107.12
49396,147240.36
16295,115459.54
140448,94156.33
129443,161708.11
45766,63454.34
114930,191511.73
117193,276411.19
80491,139136.87
69318,231275.4
33742,84919.85
124193,167012.58
133054,194977.34
43828,209991.3
47247,161994.86
46331,85093.93
46020,210552.18
17593,181190.72
36620,124078.47
66488,107317.12
24230,158672.25
133630,115129.2
119597,135426.61
129037,166653.12
59409,132052.49
41189,77729.22
36592,67149.56
62708,88948.46
131352,100693.61
47751,267999.77
22372,184885.93
11119,119774.74
128983,85480.22
20677,248656.47
77325,306597.89
18796,119897.47
73647,116039.36
121103,179552.24
8906,266030.94
142210,153209.76
141126,114073.97
53878,108048.31
17125,78333.33
18750,387167.99
1656,243414.31
124712,85628.75
29905,88419.33
35478,148536.51
38724,401150.41
53539,98596.32
51379,64435.81
67049,195356.1
114418,149586.52
130874,136021.78
45317,79036.18
110390,115213.34
48,102333.33
81080,47937.77
118653,222073.18
3398,152631.0
13610,287331.41
30349,103259.87
45487,278214.64
113862,146309.49
41987,77460.11
41101,244078.31
119074,45546.41
44217,213984.06
134252,279176.05
116579,184582.66
17787,232691.23
120524,267728.25
128818,180722.91
72813,348041.0
15059,277000.25
69134,90018.27
77629,198316.24
124554,58868.04
82521,122238.41
19868,182397.46
41722,128789.95
10637,178421.08
12926,82659.24
64771,292762.85
121887,108632.15
26611,167851.17
138076,113406.59
44693,111005.28
130162,79842.6
59435,183843.89
61345,217403.22
122540,119023.93
19264,180098.04
74663,440071.29
14297,92741.95
62490,127886.72
69709,114538.67
28260,116527.97
57197,231854.98
37302,178425.99
67682,152054.85
135289,80805.1
81261,180996.91
49231,296793.78
71701,350908.25
28440,111236.22
5767,206861.43
21383,164407.3
51892,354877.57
135204,162686.44
138006,142710.83
129950,58163.72
77489,173002.01
19178,167934.99
110454,321730.84
64282,209881.95
144695,95473.02
56078,117971.06
117390,108900.93
40798,127033.68
72434,242105.92
45863,225000.0
130167,120554.52
82923,251319.27
134598,233963.55
51080,181341.88
43439,311284.91
46427,61256.96
1234,171503.31
43131,262229.31
68388,100612.61
119161,127667.78
38406,159378.19
47753,207655.45
37246,151286.53
9384,142497.99
134906,260527.35
74961,301014.18
59666,228353.86
82908,502614.86
37457,115954.92
17859,203774.62
63533,84531.92
81824,285722.14
65859,309291.79
33019,132484.04
45993,243099.11
139731,45867.01
81748,197380.37
50867,462541.72
22526,113375.08
128765,92833.2
141870,44765.06
73163,174386.38
112650,118594.42
125628,118922.94
25435,410627.89
64272,150521.38
56851,98981.14
18794,617970.87
80292,94136.83
124152,59046.54
134746,130395.6
73221,202361.29
130737,153986.21
17115,87806.49
31606,150263.69
28524,151226.48
50387,163525.33
145662,590998.04
127416,178297.16
73848,156182.38
124424,97728.1
2860,244829.75
139983,282581.65
121383,194031.13
23220,237768.4
56873,280999.72
72427,123340.72
31591,97389.2
32900,131925.12
63951,353753.87
138828,178993.96
111578,157110.59
118898,185616.83
63966,467567.81
125100,114063.0
75498,118081.8
125804,134480.13
64908,135480.61
47688,468460.93
540,421693.9
82905,199823.58
43431,249242.78
144239,435488.47
35951,86464.01
32830,182840.11
53556,181009.04
145448,142470.26
16195,184840.23
79303,258650.73
80455,307973.84
40865,106796.87
51504,47372.45
27005,137927.19
130670,165776.25
13188,86932.96
56163,125669.83
20808,134956.84
23678,609679.06
82463,278217.51
30574,145771.62
64706,126831.43
23362,151679.11
33343,371894.39
75002,137829.24
51101,105132.32
145934,34711.3
120223,213336.55
78078,242181.17
68827,177133.23
64102,169678.14
10388,184290.59
79749,103065.17
37652,81131.15
68421,128957.9
67509,49913.12
25908,220648.55
40377,94498.42
8222,342890.67
135044,208007.04
132382,340924.39
112147,394352.63
141670,486481.48
129004,223701.76
56790,174985.51
60441,90902.81
135345,167783.99
12373,93088.13
8648,598931.65
135962,172603.41
16050,168096.94
76276,203859.29
121791,438955.94
57413,123890.35
123487,227171.11
35472,109223.43
9531,142818.61
54673,60023.5
11581,83029.02
26658,52084.5
71580,228893.35
77098,204512.72
26509,165497.73
62850,176580.42
28470,108035.65
133297,159595.75
45439,133579.13
26050,155666.66
60174,185703.15
15068,310254.86
15578,148606.12
15431,103038.63
17252,64523.25
43275,223763.14
1848,269842.73
144391,112680.6
6685,94985.45
43586,156816.89
10649,143500.0
132596,158557.1
28621,106454.76
123756,252142.9
13917,98146.97
5364,303406.56
10655,219658.34
143066,61966.89
6216,143479.02
131633,558845.76
257,108350.47
81304,180749.71
122221,93402.99
80726,161795.42
43341,272201.14
133083,90240.6
139881,101864.7
59714,267403.59
61138,189527.68
22215,421338.03
24800,136150.07
14415,201120.26
70505,88713.62
38760,185268.14
55627,409525.81
20195,113568.59
138667,217335.68
80566,190140.11
115144,86275.35
8689,90339.32
598,187599.65
37965,95413.03
133024,81512.34
137721,161608.58
110874,324422.86
70038,46547.61
35911,153647.57
72663,118571.18
110950,180532.07
25351,145785.1
144896,58528.62
7694,132716.48
111675,267284.26
9112,354397.81
48428,143542.44
133347,84718.68
132196,189998.04
53591,141253.24
18532,75687.96
119857,210525.03
77232,185870.01
47774,223901.75
14273,122499.19
33669,82918.97
43281,221954.84
47356,203346.36
56396,162025.07
128056,99456.78
112360,233800.74
59485,139294.02
43188,148612.42
139579,103243.03
126083,272246.93
118674,298527.55
20795,117813.62
50951,183537.52
38617,118598.11
41801,134650.11
138238,117708.41
15859,62462.21
77089,58917.59
135751,93635.3
125465,62675.38
110324,301101.27
12164,133333.22
27271,105313.95
7379,93548.66
76737,95075.2
138425,110381.51
38582,254753.42
81928,107423.24
111657,85060.49
20530,362188.66
77760,119796.9
130464,232563.64
17881,102357.5
55437,314557.82
131320,348619.51
118256,152971.55
21630,94183.99
119880,94389.2
30840,228137.86
143103,90487.29
64659,128078.23
111420,104560.71
137714,133583.35
63398,109444.43
56422,188864.13
64764,295296.26
134532,259318.86
132151,189768.49
54736,97007.94
10384,561118.62
57556,161386.92
25131,214671.6
125394,158497.86
13408,94185.57
28138,176057.57
142829,93360.93
73935,68063.05
60721,318614.68
20923,143186.46
117573,142665.68
128093,76982.75
12855,151802.62
42983,226092.69
48941,70000.0
120768,147051.16
52165,66618.45
124697,173570.7
82210,178418.69
2812,307514.03
137948,105771.6
30814,195393.68
33257,385348.14
16662,226371.82
138431,216127.51
77120,209106.36
12734,279709.28
57455,190443.31
23181,209456.11
121329,125156.43
32593,110810.99
2487,539240.32
140955,93189.19
140748,277586.11
123503,83885.59
50662,192652.98
17086,228775.48
79892,88539.76
16501,186375.63
138304,234774.6
36705,307869.74
12558,281589.05
81852,297574.45
119501,190782.54
71201,126031.31
144586,231130.42
71440,186357.23
130862,422964.14
120198,216199.6
137348,514139.66
68547,164082.31
134627,56977.86
133739,156504.52
40307,121274.73
141808,220000.0
110972,159790.49
120770,84545.86
15425,90000.0
58096,162465.09
4805,188270.8
122440,105975.59
58156,189836.02
34298,52380.11
23923,121420.81
82108,291625.08
8571,56002.13
69682,78112.5
115748,89634.6
12202,113381.93
48633,513290.82
20970,109533.53
61856,402880.72
146120,127837.85
121020,325628.21
122570,333680.67
59702,114399.27
39349,143174.63
17608,397503.67
140489,258065.6
9554,421001.66
70031,74745.2
74186,48228.59
25932,133142.8
3380,706660.54
135909,50553.2
136721,231743.57
61069,400701.37
51108,186004.79
78792,260767.11
54903,144064.01
116266,86922.98
78106,152111.56
9217,99402.48
69222,188247.06
20427,160590.46
74126,224195.02
48381,148431.97
42260,171369.21
128104,201958.99
50087,207654.44
14624,229659.41
141023,108955.27
135025,60769.82
504,137018.55
134602,97537.89
61235,134906.97
80302,324543.41
69241,252098.87
74819,141864.92
35767,50220.42
20679,157268.55
58259,174680.94
73097,257966.0
49863,115778.06
80646,77209.6
126336,179410.71
127968,75281.61
6460,195760.37
35775,116250.4
20957,361902.17
32143,43133.87
61093,123700.28
12679,193357.94
16092,176103.68
18102,318340.42
30132,266684.44
132664,200050.73
54951,106404.37
33862,76677.24
74654,198549.65
111721,163913.86
12928,256387.25
42851,265682.64
35119,283110.72
8351,205321.08
128055,180000.0
138508,62572.85
54058,193273.31
126930,79352.88
113183,196270.17
44843,200670.06
125151,51432.72
144614,140960.24
18303,85000.8
40582,135606.62
55394,497227.38
129885,76249.04
13892,191622.88
123084,364491.75
123282,76569.58
35449,257187.19
124011,57393.49
125232,119070.36
39470,290063.81
44740,65719.2
8103,94721.13
81532,57436.67
52628,376822.55
65537,156581.33
80481,183175.33
72329,194898.17
18773,127000.0
39690,63157.12
21445,251818.15
18515,194038.25
142614,127071.37
79929,112967.36
126385,255000.0
37162,190633.14
55410,55642.3
75883,48627.75
68353,173527.66
137308,160262.4
13344,122104.7
52690,127876.61
56564,285648.95
118762,96937.97
139647,158807.8
19474,318094.96
76043,69805.88
71870,161630.48
72688,91430.01
34462,94837.51
18003,101654.18
49779,203425.37
32175,138090.64
40099,106967.69
32059,70123.67
125269,178336.08
73985,63387.33
28267,111004.5
28464,102333.33
120046,122260.66
11280,96112.44
8096,247553.51
74329,299004.57
133623,126354.19
36839,156624.38
115184,249965.9
137320,51082.62
23607,51781.13
77364,125564.21
17669,93409.55
117691,129302.75
140695,237410.77
115259,156650.22
40119,97276.61
33226,165021.37
79015,120844.49
29832,127145.04
31970,87717.03
138642,247756.26
2842,195054.3
74575,239122.29
77802,264942.06
63702,83016.78
20403,138128.75
123004,227411.88
62136,127769.31
63930,196964.18
59182,288831.16
40129,112818.09
110621,68745.28
9242,171294.41
54401,151767.58
4512,393710.46
48378,94784.04
74455,119003.52
78647,104553.08
140399,263585.99
31951,171500.0
56728,123788.49
3106,139522.9
79890,199267.91
21050,173391.86
61479,189724.94
40616,404722.02
35189,113027.33
111696,519737.1
132831,101721.94
78137,273463.21
53968,277883.01
123849,262189.14
126328,153881.42
73695,94160.45
48576,117371.77
38027,133251.3
81323,188846.32
112239,63693.64
110469,82777.84
127648,178058.31
40954,136326.06
117807,75712.34
146796,86955.3
77870,50229.21
126162,115270.2
52182,205988.69
31011,166203.54
18977,199335.27
125958,321174.23
81737,201127.24
30768,69164.48
15481,111423.1
41887,170000.0
50953,254076.71
130356,99474.38
145741,137326.71
20629,385713.81
128332,135860.73
32501,55276.73
55408,157618.12
31364,113112.17
29967,96984.15
110476,111938.24
134744,78781.37
14537,228999.87
135699,195648.68
124874,137362.58
64779,96603.39
128576,208889.24
128610,125244.58
63748,100059.32
138748,321147.79
6617,66681.69
131624,142356.69
4961,363405.14
128452,77882.42
5221,130831.66
30659,112611.69
47498,161983.25
3399,205227.54
69419,138025.88
43470,76203.66
